Q33,Q1,Q2,Q4,Q4_6_TEXT,,Q5,Q6,Q8,Q9,Q10,Q11,Q11_6_TEXT,Q12,Q14,Q13,Q13_6_TEXT,Q35,Q32,Q15,Q33,Q34,Q16,Q17,Q18,Q19,Q20,Q30,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29
I agree,18-24,Male,High school or equivalent,,less than 20k,2-3 times a week,Slightly familiar,Somewhat agree,Sometimes,Somewhat clear,"Eco-friendly,Recyclable packaging",,Yes,Moderately confident,"Overuse of nature-related imagery (e.g., trees, animals),Discrepancy between label information and product performance",,A little,Somewhat likely,Significantly reduces trust,Some responsibility,Somewhat agree,Sometimes happens,Most of the time,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Sometimes,Strongly disagree,Yes,No,Extremely unlikely,Price does not matter if the product is truly eco-friendly,Rarely choose the cheaper product,Strongly agree,Strongly agree
I agree,25-34,Female,Master’s degree,,20-30k,4-6 times a week,Slightly familiar,Somewhat agree,Sometimes,Somewhat unclear,Organic,,Yes,Not at all confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Overuse of nature-related imagery (e.g., trees, animals),Discrepancy between label information and product performance,Lack of detailed information about sustainability",,None at all,Neither likely nor unlikely,No impact,A great deal of responsibility,Neither agree nor disagree,Always happens,Most of the time,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Always,Strongly agree,Yes,Yes,Extremely likely,Price is the most important factor,Sometimes choose the cheaper product,Strongly agree,Neither agree nor disagree
I agree,18-24,Female,Bachelor’s degree,,30-40k,4-6 times a week,Very familiar,Somewhat agree,Sometimes,Somewhat clear,"Eco-friendly,Organic,Recyclable packaging",,Not sure,Moderately confident,"Vague or non-specific terms (e.g., “natural”),Overuse of nature-related imagery (e.g., trees, animals)",,A moderate amount,Somewhat unlikely,Significantly reduces trust,A great deal of responsibility,Strongly agree,Often happens,Sometimes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Somewhat disagree,Yes,Yes,Somewhat unlikely,"Price is somewhat important, but I prefer eco-friendly products",Sometimes choose the cheaper product,Strongly agree,Somewhat agree
I agree,25-34,Female,Master’s degree,,40-50k,4-6 times a week,Moderately familiar,Neither agree nor disagree,Most of the time,Somewhat clear,"Eco-friendly,Organic",,No,Moderately confident,"Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A moderate amount,Neither likely nor unlikely,Moderately reduces trust,Some responsibility,Neither agree nor disagree,Sometimes happens,Rarely,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,About half the time,Neither agree nor disagree,Yes,Yes,Neither likely nor unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Somewhat disagree,Neither agree nor disagree
I agree,18-24,Male,Bachelor’s degree,,less than 20k,2-3 times a week,Not familiar at all,Neither agree nor disagree,Sometimes,Somewhat clear,"Eco-friendly,Organic,Recyclable packaging",,Not sure,Not at all confident,"Vague or non-specific terms (e.g., “natural”)",,None at all,Neither likely nor unlikely,Slightly reduces trust,Some responsibility,Strongly agree,Often happens,Most of the time,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Most of the time,Neither agree nor disagree,Yes,Yes,Somewhat likely,Price is the most important factor,Choose depending on the situation,Strongly agree,Somewhat agree
I agree,25-34,Male,Master’s degree,,30-40k,Daily,Very familiar,Somewhat disagree,About half the time,Somewhat clear,Recyclable packaging,,Not sure,Very confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A little,Neither likely nor unlikely,Significantly reduces trust,A great deal of responsibility,Strongly agree,Always happens,Sometimes,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Strongly disagree,Yes,No,Somewhat unlikely,Price does not matter if the product is truly eco-friendly,Choose depending on the situation,Strongly agree,Somewhat agree
I agree,25-34,Male,Bachelor’s degree,,less than 20k,Once a week,Slightly familiar,Somewhat disagree,Sometimes,Somewhat unclear,Organic,,Not sure,Slightly confident,Discrepancy between label information and product performance,,A moderate amount,Somewhat likely,Slightly reduces trust,Some responsibility,Strongly agree,Often happens,Sometimes,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Strongly disagree,Yes,Yes,Somewhat likely,Price is the most important factor,Sometimes choose the cheaper product,Strongly agree,Neither agree nor disagree
I agree,25-34,Female,Master’s degree,,40-50k,Daily,Very familiar,Strongly agree,Sometimes,Somewhat clear,"Eco-friendly,Recyclable packaging",,No,Very confident,"Vague or non-specific terms (e.g., “natural”),Overuse of nature-related imagery (e.g., trees, animals)",,A little,Extremely unlikely,Completely lose trust,A great deal of responsibility,Strongly agree,Often happens,Most of the time,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,About half the time,Strongly disagree,Yes,Yes,Somewhat unlikely,"Price is somewhat important, but I prefer eco-friendly products",Rarely choose the cheaper product,Strongly agree,Somewhat agree
I agree,18-24,Male,Bachelor’s degree,,30-40k,Daily,Moderately familiar,Somewhat disagree,Sometimes,Somewhat clear,Organic,,No,Slightly confident,"Vague or non-specific terms (e.g., “natural”)",,A lot,Extremely likely,Significantly reduces trust,A great deal of responsibility,Somewhat agree,Sometimes happens,Rarely,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Sometimes,Somewhat disagree,Yes,No,Extremely unlikely,"Price is somewhat important, but I prefer eco-friendly products",Rarely choose the cheaper product,Strongly agree,Somewhat agree
I agree,25-34,Female,Master’s degree,,30-40k,4-6 times a week,Slightly familiar,Neither agree nor disagree,Never,Extremely unclear,"Eco-friendly,Organic,Recyclable packaging",,Not sure,Not at all confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification",,A little,Extremely likely,Completely lose trust,Some responsibility,Somewhat agree,Often happens,Rarely,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Somewhat disagree,No,No,Extremely unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Strongly agree,Somewhat agree
I agree,45-54,Female,Master’s degree,,30-40k,Monthly,Very familiar,Somewhat agree,Always,Extremely clear,"Eco-friendly,Organic,Recyclable packaging,Sustainably sourced",,Yes,Slightly confident,"Overuse of nature-related imagery (e.g., trees, animals)",,A lot,Extremely likely,Completely lose trust,A great deal of responsibility,Strongly agree,Often happens,Most of the time,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Strongly disagree,Yes,No,Extremely unlikely,Price does not matter if the product is truly eco-friendly,Always choose the eco-friendly product,Strongly agree,Strongly agree
I agree,45-54,Female,Master’s degree,,above 50k,Monthly,Extremely familiar,Strongly agree,Most of the time,Somewhat unclear,"Eco-friendly,Organic,Recyclable packaging,Sustainably sourced",,Yes,Very confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Overuse of nature-related imagery (e.g., trees, animals),Discrepancy between label information and product performance",,A lot,Extremely likely,Completely lose trust,A great deal of responsibility,Strongly agree,Always happens,Always,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,About half the time,Somewhat disagree,Yes,Yes,Somewhat unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Strongly agree,Somewhat agree
I agree,18-24,Male,High school or equivalent,,less than 20k,Once a week,Very familiar,Somewhat agree,Most of the time,Neither clear nor unclear,"Eco-friendly,Organic,Recyclable packaging,Sustainably sourced",,Yes,Very confident,"Vague or non-specific terms (e.g., “natural”),Lack of certifications or third-party verification,Overuse of nature-related imagery (e.g., trees, animals),Discrepancy between label information and product performance,Lack of detailed information about sustainability",,A lot,Neither likely nor unlikely,Significantly reduces trust,A great deal of responsibility,Somewhat agree,Often happens,Rarely,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Sometimes,Neither agree nor disagree,Yes,Yes,Neither likely nor unlikely,"Price is somewhat important, but I prefer eco-friendly products",Choose depending on the situation,Strongly agree,Somewhat agree
I agree,25-34,Male,Bachelor’s degree,,30-40k,Daily,Extremely familiar,Neither agree nor disagree,About half the time,Neither clear nor unclear,Eco-friendly,,Not sure,Slightly confident,"Overuse of nature-related imagery (e.g., trees, animals)",,A little,Somewhat likely,Completely lose trust,A great deal of responsibility,Strongly agree,Always happens,Always,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Somewhat disagree,Yes,No,Somewhat likely,"Price is somewhat important, but I prefer eco-friendly products",Rarely choose the cheaper product,Strongly agree,Somewhat agree
I agree,25-34,Male,Bachelor’s degree,,less than 20k,Once a week,Slightly familiar,Somewhat agree,About half the time,Somewhat clear,"Eco-friendly,Organic",,Not sure,Slightly confident,"Vague or non-specific terms (e.g., “natural”),Overuse of nature-related imagery (e.g., trees, animals)",,A moderate amount,Neither likely nor unlikely,Moderately reduces trust,Some responsibility,Somewhat agree,Often happens,Most of the time,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,About half the time,Neither agree nor disagree,Yes,Yes,Somewhat unlikely,Price is the most important factor,Always choose the cheaper product,Somewhat agree,Somewhat agree
I agree,35-44,Female,High school or equivalent,,40-50k,4-6 times a week,Slightly familiar,Strongly disagree,Sometimes,Neither clear nor unclear,Eco-friendly,,Not sure,Moderately confident,"Vague or non-specific terms (e.g., “natural”)",,A little,Somewhat unlikely,Slightly reduces trust,No responsibility,Neither agree nor disagree,Sometimes happens,Most of the time,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Never,Neither agree nor disagree,Yes,No,Neither likely nor unlikely,"Price is somewhat important, but I prefer eco-friendly products",Sometimes choose the cheaper product,Strongly disagree,Neither agree nor disagree
I agree,35-44,Female,Master’s degree,,30-40k,Once a week,Slightly familiar,Neither agree nor disagree,Sometimes,Somewhat unclear,Organic,,Yes,Slightly confident,Lack of certifications or third-party verification,,A little,Somewhat unlikely,Slightly reduces trust,A little responsibility,Strongly agree,Rarely happens,Most of the time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Strongly agree,Yes,Yes,Extremely unlikely,Price does not matter if the product is truly eco-friendly,Always choose the eco-friendly product,Strongly agree,Strongly agree
I agree,18-24,Male,Bachelor’s degree,,above 50k,4-6 times a week,Very familiar,Somewhat agree,About half the time,Somewhat unclear,"Eco-friendly,Recyclable packaging",,Yes,Moderately confident,"Vague or non-specific terms (e.g., “natural”),Overuse of nature-related imagery (e.g., trees, animals),Lack of detailed information about sustainability",,A lot,Somewhat likely,Significantly reduces trust,A great deal of responsibility,Strongly agree,Always happens,Sometimes,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,About half the time,Somewhat disagree,Yes,No,Somewhat unlikely,"Price is somewhat important, but I prefer eco-friendly products",Always choose the eco-friendly product,Strongly agree,Strongly agree
